Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,whois,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
allegro.pl,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.0,0
allegro.pl,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0.0,0
allrecipes.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
allrecipes.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
anandtech.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
archiveofourown.org,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
avxhome.se,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
babal.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
babal.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
bgr.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
bleacherreport.com,0,0,1,2,0,0,1,0,0,1,1,1,0,1,1,0,0.0,0
bmi.ir,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
caixa.gov.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
caixa.gov.br,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
caixa.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
caixa.gov.br,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
caixa.gov.br,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
clien.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
clien.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
clien.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
codecanyon.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
comicbook.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,0,,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,0,,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,0,,0
cox.com,0,0,1,2,0,0,1,0,0,1,1,0,1,1,1,0,0.0,0
cox.com,0,0,1,3,0,0,1,0,0,1,1,0,1,1,1,0,0.0,0
dantri.com.vn,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
dantri.com.vn,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
dantri.com.vn,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
dantri.com.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
deadspin.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
diply.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
diply.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
distractify.com,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
distractify.com,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
distractify.com,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
duckduckgo.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
eenadu.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
eenadu.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
eenadu.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
eenadu.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
eenadu.net,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0
elevenia.co.id,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
elitedaily.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
espn.go.com,0,0,1,7,0,0,0,0,0,1,1,0,1,1,1,0,0.0,0
esporte.uol.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0
esporte.uol.com.br,0,0,1,7,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
europa.eu,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0
fazenda.gov.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0
filehippo.com,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
filehippo.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0
fishki.net,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
flirchi.com,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
gizmodo.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
gizmodo.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
gizmodo.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
gizmodo.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,4,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
graphicriver.net,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0
